author_name,database,datestamp,document_type,doi,id,identifier,keywords,language,msc,ref_ids,reviewer_name,subtitle,text,title,year,zbmath_url
"Weilert, André",Zbl,0001-01-01T00:00:00Z,journal article,https://doi.org/10.1006/jsco.2000.0422,1570912,1053.11093,nothing,English,"JSON3.Object[{
     ""code"": ""11Y16"",
   ""scheme"": ""msc2020"",
     ""text"": ""Number-theoretic algorithms; complexity""
}, {
     ""code"": ""68W40"",
   ""scheme"": ""msc2020"",
     ""text"": ""Analysis of algorithms""
}]",918133; 3581610; 1170449; 3728392; 1186932; 3119278; 47996; 1263309; 3959562; 4125499; 4208194; 1052006; 3029478; 1313469; 3995051; 4108845; 3853202; 3985348; 194780; 4856; 3354613; 641702; 3354612; 558439; 3269479; 1186933; 1105952; 968647; 1643956,,,zbMATH Open Web Interface contents unavailable due to conflicting licenses.,\((1+i)\)-ary GCD computation in \(\mathbb Z[i]\) as an analogue to the binary GCD algorithm.,2000,https://zbmath.org/1570912
